50,5,90
50,5,100
50,10,0
50,10,1
50,10,2
50,10,5
50,10,10
50,10,20
50,10,30
50,10,40
50,10,50
50,10,60
50,10,70
50,10,80
50,10,90
50,10,100
50,20,0
50,20,1
50,20,2
50,20,5
50,20,10
50,20,20
50,20,30
50,20,40
50,20,50
50,20,60
50,20,70
50,20,80
50,20,90
50,20,100
50,30,0
50,30,1
50,30,2
50,30,5
50,30,10
50,30,20
50,30,30
50,30,40
50,30,50
50,30,60
50,30,70
50,30,80
50,30,90
50,30,100
50,40,0
50,40,1
50,40,2
50,40,5
50,40,10
50,40,20
50,40,30
50,40,40
50,40,50
50,40,60
50,40,70
50,40,80
50,40,90
50,40,100
50,50,0
50,50,1
50,50,2
50,50,5
50,50,10
50,50,20
50,50,30
50,50,40
50,50,50
50,50,60
50,50,70
50,50,80
50,50,90
50,50,100
50,60,0
50,60,1
50,60,2
50,60,5
50,60,10
50,60,20
50,60,30
50,60,40
50,60,50
50,60,60
50,60,70
50,60,80
50,60,90
50,60,100
50,70,0
50,70,1
50,70,2
50,70,5
50,70,10
50,70,20
50,70,30
50,70,40
50,70,50
50,70,60
50,70,70
50,70,80
50,70,90
50,70,100
50,80,0
50,80,1
50,80,2
50,80,5
50,80,10
50,80,20
50,80,30
50,80,40
50,80,50
50,80,60
50,80,70
50,80,80
50,80,90
50,80,100
50,90,0
50,90,1
50,90,2
50,90,5
50,90,10
50,90,20
50,90,30
50,90,40
50,90,50
50,90,60
50,90,70
50,90,80
50,90,90
50,90,100
50,100,0
50,100,1
50,100,2
50,100,5
50,100,10
50,100,20
50,100,30
50,100,40
50,100,50
50,100,60
50,100,70
50,100,80
50,100,90
50,100,100
60,0,0
60,0,1
60,0,2
60,0,5
60,0,10
60,0,20
60,0,30
60,0,40
60,0,50
60,0,60
60,0,70
60,0,80
60,0,90
60,0,100
60,1,0
60,1,1
60,1,2
60,1,5
60,1,10
60,1,20
60,1,30
60,1,40
60,1,50
60,1,60
60,1,70
60,1,80
60,1,90
60,1,100
60,2,0
60,2,1
60,2,2
60,2,5
60,2,10
60,2,20
60,2,30
60,2,40
60,2,50
60,2,60
60,2,70
60,2,80
60,2,90
60,2,100
60,5,0
60,5,1
60,5,2
60,5,5
60,5,10
60,5,20
60,5,30
60,5,40
60,5,50
60,5,60
60,5,70
60,5,80
60,5,90
60,5,100
60,10,0
60,10,1
60,10,2
60,10,5
60,10,10
60,10,20
60,10,30
60,10,40
60,10,50
60,10,60
60,10,70
60,10,80
60,10,90
60,10,100
60,20,0
60,20,1
60,20,2
60,20,5
60,20,10
60,20,20
60,20,30
60,20,40
60,20,50
60,20,60
60,20,70
60,20,80
60,20,90
60,20,100
60,30,0
60,30,1
60,30,2
60,30,5
60,30,10
60,30,20
60,30,30
60,30,40
60,30,50
60,30,60
60,30,70
60,30,80
60,30,90
60,30,100
60,40,0
60,40,1
60,40,2
60,40,5
60,40,10
60,40,20
60,40,30
60,40,40
60,40,50
60,40,60
60,40,70
60,40,80
60,40,90
60,40,100
60,50,0
60,50,1
60,50,2
60,50,5
60,50,10
60,50,20
60,50,30
60,50,40
60,50,50
60,50,60
60,50,70
60,50,80
60,50,90
60,50,100
60,60,0
60,60,1
60,60,2
60,60,5
60,60,10
60,60,20
60,60,30
60,60,40
60,60,50
60,60,60
60,60,70
60,60,80
60,60,90
60,60,100
60,70,0
60,70,1
60,70,2
60,70,5
60,70,10
60,70,20
60,70,30
60,70,40
60,70,50
60,70,60
60,70,70
60,70,80
60,70,90
60,70,100
60,80,0
60,80,1
60,80,2
60,80,5
60,80,10
60,80,20
60,80,30
60,80,40
60,80,50
60,80,60
60,80,70
60,80,80
60,80,90
60,80,100
60,90,0
60,90,1
60,90,2
60,90,5
60,90,10
60,90,20
60,90,30
60,90,40
60,90,50
60,90,60
60,90,70
60,90,80
60,90,90
60,90,100
60,100,0
60,100,1
60,100,2
60,100,5
60,100,10
60,100,20
60,100,30
60,100,40
60,100,50
60,100,60
60,100,70
60,100,80
60,100,90
60,100,100
70,0,0
70,0,1
70,0,2
70,0,5
70,0,10
70,0,20
70,0,30
70,0,40
70,0,50
70,0,60
70,0,70
70,0,80
70,0,90
70,0,100
70,1,0
70,1,1
70,1,2
70,1,5
70,1,10
70,1,20
70,1,30
70,1,40
70,1,50
70,1,60
70,1,70
70,1,80
70,1,90
70,1,100
70,2,0
70,2,1
70,2,2
70,2,5
70,2,10
70,2,20
70,2,30
70,2,40
70,2,50
70,2,60
70,2,70
70,2,80
70,2,90
70,2,100
70,5,0
70,5,1
70,5,2
70,5,5
70,5,10
70,5,20
70,5,30
70,5,40
70,5,50
70,5,60
70,5,70
70,5,80
70,5,90
70,5,100
70,10,0
70,10,1
70,10,2
70,10,5
70,10,10
70,10,20
70,10,30
70,10,40
70,10,50
70,10,60
70,10,70
70,10,80
70,10,90
70,10,100
70,20,0
70,20,1
70,20,2
70,20,5
70,20,10
70,20,20
70,20,30
70,20,40
70,20,50
70,20,60
70,20,70
70,20,80
70,20,90
70,20,100
70,30,0
70,30,1
70,30,2
70,30,5
70,30,10
70,30,20
70,30,30
70,30,40
70,30,50
70,30,60
70,30,70
70,30,80
70,30,90
70,30,100
70,40,0
70,40,1
70,40,2
70,40,5
70,40,10
70,40,20
70,40,30
70,40,40
70,40,50
70,40,60
70,40,70
70,40,80
70,40,90
70,40,100
70,50,0
70,50,1
70,50,2
70,50,5
70,50,10
70,50,20
70,50,30
70,50,40
70,50,50
70,50,60
70,50,70
70,50,80
70,50,90
70,50,100
70,60,0
70,60,1
70,60,2
70,60,5
70,60,10
70,60,20
70,60,30
70,60,40
70,60,50
70,60,60
70,60,70
70,60,80
70,60,90
70,60,100
70,70,0
70,70,1
70,70,2
70,70,5
70,70,10
70,70,20
70,70,30
70,70,40
70,70,50
70,70,60
70,70,70
70,70,80
70,70,90
70,70,100
70,80,0
70,80,1
70,80,2
70,80,5
70,80,10
70,80,20
70,80,30
70,80,40
70,80,50
70,80,60
70,80,70
70,80,80
70,80,90
70,80,100
70,90,0
70,90,1
70,90,2
70,90,5
70,90,10
70,90,20
70,90,30
70,90,40
70,90,50
70,90,60
70,90,70
70,90,80
70,90,90
70,90,100
70,100,0
70,100,1
70,100,2
70,100,5
70,100,10
70,100,20
70,100,30
70,100,40
70,100,50
70,100,60
70,100,70
70,100,80
70,100,90
70,100,100
80,0,0
80,0,1
80,0,2
80,0,5
80,0,10
80,0,20
80,0,30
80,0,40
80,0,50
80,0,60
80,0,70
80,0,80
80,0,90
80,0,100
80,1,0
80,1,1
80,1,2
80,1,5
80,1,10
80,1,20
80,1,30
80,1,40
80,1,50
80,1,60
80,1,70
80,1,80
80,1,90
80,1,100
80,2,0
80,2,1
80,2,2
80,2,5
80,2,10
80,2,20
80,2,30
80,2,40
80,2,50
80,2,60
80,2,70
80,2,80
80,2,90
80,2,100
80,5,0
80,5,1
80,5,2
80,5,5
80,5,10
80,5,20
80,5,30
80,5,40
80,5,50
80,5,60
80,5,70
80,5,80
80,5,90
80,5,100
80,10,0
80,10,1
80,10,2
80,10,5
80,10,10
80,10,20
80,10,30
80,10,40
80,10,50
80,10,60
80,10,70
80,10,80
80,10,90
80,10,100
80,20,0
80,20,1
80,20,2
80,20,5
80,20,10
80,20,20
80,20,30
80,20,40
80,20,50
80,20,60
80,20,70
80,20,80
80,20,90
80,20,100
80,30,0
80,30,1
80,30,2
80,30,5
80,30,10
80,30,20
80,30,30
80,30,40
80,30,50
80,30,60
80,30,70
80,30,80
80,30,90
80,30,100
80,40,0
80,40,1
80,40,2
80,40,5
80,40,10
80,40,20
80,40,30
80,40,40
80,40,50
80,40,60
80,40,70
80,40,80
80,40,90
80,40,100
80,50,0
80,50,1
80,50,2
80,50,5
80,50,10
80,50,20
80,50,30
80,50,40
80,50,50
80,50,60
80,50,70
80,50,80
80,50,90
80,50,100
80,60,0
80,60,1
80,60,2
80,60,5
80,60,10
80,60,20
80,60,30
80,60,40
80,60,50
80,60,60
80,60,70
80,60,80
80,60,90
80,60,100
80,70,0
80,70,1
80,70,2
80,70,5
80,70,10
80,70,20
80,70,30
80,70,40
80,70,50
80,70,60
80,70,70
80,70,80
80,70,90
80,70,100
80,80,0
80,80,1
80,80,2
80,80,5
80,80,10
80,80,20
80,80,30
80,80,40
80,80,50
80,80,60
80,80,70
80,80,80
80,80,90
80,80,100
80,90,0
80,90,1
80,90,2
80,90,5
80,90,10
80,90,20
80,90,30
80,90,40
80,90,50
80,90,60
80,90,70
80,90,80
80,90,90
80,90,100
80,100,0
80,100,1
80,100,2
80,100,5
80,100,10
80,100,20
80,100,30
80,100,40
80,100,50
80,100,60
80,100,70
80,100,80
80,100,90
80,100,100
90,0,0
90,0,1
90,0,2
90,0,5
90,0,10
90,0,20
90,0,30
90,0,40
90,0,50
90,0,60
90,0,70
90,0,80
90,0,90
90,0,100
90,1,0
90,1,1
90,1,2
90,1,5
90,1,10
90,1,20
90,1,30
90,1,40
90,1,50
90,1,60
90,1,70
90,1,80
90,1,90
90,1,100
90,2,0
90,2,1
90,2,2
90,2,5
90,2,10
90,2,20
90,2,30
90,2,40
90,2,50
90,2,60
90,2,70
90,2,80
90,2,90
90,2,100
90,5,0
90,5,1
90,5,2
90,5,5
90,5,10
90,5,20
90,5,30
90,5,40
90,5,50
90,5,60
90,5,70
90,5,80
90,5,90
90,5,100
90,10,0
90,10,1
90,10,2
90,10,5
90,10,10
90,10,20
90,10,30
90,10,40
90,10,50
90,10,60
90,10,70
90,10,80
90,10,90
90,10,100
90,20,0
90,20,1
90,20,2
90,20,5
90,20,10
90,20,20
90,20,30
90,20,40
90,20,50
90,20,60
90,20,70
90,20,80
90,20,90
90,20,100
90,30,0
90,30,1
90,30,2
90,30,5
90,30,10
90,30,20
90,30,30
90,30,40
90,30,50
90,30,60
90,30,70
90,30,80
90,30,90
90,30,100
90,40,0
90,40,1
90,40,2
90,40,5
90,40,10
90,40,20
90,40,30
90,40,40
90,40,50
90,40,60
90,40,70
90,40,80
90,40,90
90,40,100
90,50,0
90,50,1
90,50,2
90,50,5
90,50,10
90,50,20
90,50,30
90,50,40
90,50,50
90,50,60
90,50,70
90,50,80
90,50,90
90,50,100
90,60,0
90,60,1
90,60,2
90,60,5
90,60,10
90,60,20
90,60,30
90,60,40
90,60,50
90,60,60
90,60,70
90,60,80
90,60,90
90,60,100
90,70,0
90,70,1
90,70,2
90,70,5
90,70,10
90,70,20
90,70,30
90,70,40
90,70,50
90,70,60
90,70,70
90,70,80
90,70,90
90,70,100
90,80,0
90,80,1
90,80,2
90,80,5
90,80,10
90,80,20
90,80,30
90,80,40
90,80,50
90,80,60
90,80,70
90,80,80
90,80,90
90,80,100
90,90,0
90,90,1
90,90,2
90,90,5
90,90,10
90,90,20
90,90,30
90,90,40
90,90,50
90,90,60
90,90,70
90,90,80
90,90,90
90,90,100
90,100,0
90,100,1
90,100,2
90,100,5
90,100,10
90,100,20
90,100,30
90,100,40
90,100,50
90,100,60
90,100,70
90,100,80
90,100,90
90,100,100
100,0,0
100,0,1
100,0,2
100,0,5
100,0,10
100,0,20
100,0,30
100,0,40
100,0,50
100,0,60
100,0,70
100,0,80
100,0,90
100,0,100
100,1,0
100,1,1
100,1,2
100,1,5
100,1,10
100,1,20
100,1,30
100,1,40
100,1,50
100,1,60
100,1,70
100,1,80
100,1,90
100,1,100
100,2,0
100,2,1
100,2,2
100,2,5
100,2,10
100,2,20
100,2,30
100,2,40
100,2,50
100,2,60
100,2,70
100,2,80
100,2,90
100,2,100
100,5,0
100,5,1
100,5,2
100,5,5
100,5,10
100,5,20
100,5,30
100,5,40
100,5,50
100,5,60
100,5,70
100,5,80
100,5,90
100,5,100
100,10,0
100,10,1
100,10,2
